policy_id,policy_country_iso_code,policy_jurisdiction,policy_country,policy_type_of_policy_instrument,policy_sector_name,policy_type,policy_implementation_state,policy_date_of_decision,policy_start_date_of_implementation,policy_end_date_of_implementation,policy_high_impact,policy_start_date_analysis,policy_end_date_analysis,DirectInvestment,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,PolicySupport,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,g1,g2,g3,g4,g5,g6,g7,eh1,eh2,eh3,eh4,eh5,eh6,eh7,eh8,eh9,eh10,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,b1,b2,b3,b4,b5,b6,lt1,lt2,lt3,lt4,lt5,lt6,lt7,af1,af2,af3,af4,af5,af6,GeneralSector,ElectricitySector,IndustrySector,BuildingsSector,TransportSector,LandSector,F,Sp
1440,AUS,Country,Australia,Information provision,Buildings,Energy efficiency,Ended,2012,,2016,Unknown,2012,2016,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
1441,USA,Country,United States of America,"Advice or aid in implementation, Information provision, Performance label, Voluntary approaches","Buildings, Heating and cooling, Hot water and cooking",Energy efficiency,In force,2012,,,Unknown,2012,2019,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1443,USA,Country,United States of America,Advice or aid in implementation,"Buildings, Appliances",Energy efficiency,In force,2002,,,Unknown,2002,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1445,AUS,Country,Australia,Information provision,Buildings,"Energy efficiency, Renewables",Ended,2007,,2009,Unknown,2007,2009,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
1446,JPN,Country,Japan,"Information provision, Performance label","Buildings, Appliances, Heating and cooling, Hot water and cooking",Energy efficiency,In force,2000,,,Unknown,2000,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1447,USA,Country,United States of America,"Information and education, Information provision","Electricity and heat, Renewables",Renewables,In force,2009,,,Unknown,2009,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1448,USA,Country,United States of America,"Fiscal or financial incentives, Feed-in tariffs or premiums",Renewables,Renewables,In force,2016,,,Unknown,2016,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1449,FRA,Country,France,"Research programme, Technology development, Technology deployment and diffusion","CCS, Gas, Renewables, Transport","Renewables, Other low-carbon technologies and fuel switch",In force,2018,,,Unknown,2018,2019,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,2
1450,USA,Country,United States of America,"Advice or aid in implementation, Information provision, Research & Development and Deployment (RD&D), Demonstration project, Research programme, Technology deployment and diffusion, Technology development",Renewables,"Renewables, Other low-carbon technologies and fuel switch",In force,2004,,,Unknown,2004,2019,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1451,KOR,Country,Republic of Korea,"Research & Development and Deployment (RD&D), Institutional creation",Transport,Renewables,In force,2003,,,Unknown,2003,2019,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
1454,BRA,Country,Brazil,"Energy and other taxes, Funds to sub-national governments",Agriculture and forestry,"Energy service demand reduction and resource efficiency, Non-energy use",In force,1992,,,Unknown,1992,2019,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2
1455,IND,Country,India,Performance label,"Buildings, Heating and cooling, Hot water and cooking, Appliances",Energy efficiency,In force,2009,,,Unknown,2009,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1456,DEU,Country,Germany,Loans,"Buildings, Heating and cooling",Energy efficiency,In force,2009,,,Unknown,2009,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1457,JPN,Country,Japan,"GHG reduction target, Political & non-binding GHG reduction target",General,"Energy efficiency, Other low-carbon technologies and fuel switch, Non-energy use, Energy service demand reduction and resource efficiency",In force,2015,,,Unknown,2015,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1458,BRA,Country,Brazil,"Strategic planning, Target","Agriculture and forestry, Forestry","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2015,2015,2030,Unknown,2015,2030,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1,2
1460,BRA,Country,Brazil,"GHG reduction target, Political & non-binding GHG reduction target",General,"Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2015,2015,2030,High,2015,2030,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1461,EUE,Country,European Union (27),"Target, GHG reduction target, Formal & legally binding GHG reduction target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2015,,,Unknown,2015,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1462,IDN,Country,Indonesia,"GHG reduction target, Political & non-binding GHG reduction target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2015,,,Unknown,2015,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1463,MEX,Country,Mexico,"GHG reduction target, Political & non-binding GHG reduction target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2015,,,Unknown,2015,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1464,RUS,Country,Russian Federation,"GHG reduction target, Political & non-binding GHG reduction target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2015,,,Unknown,2015,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1465,ZAF,Country,South Africa,"Information provision, Performance label, Strategic planning",Transport,"Energy service demand reduction and resource efficiency, Non-energy use",In force,2018,,,Unknown,2018,2019,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
1466,KOR,Country,Republic of Korea,"GHG reduction target, Political & non-binding GHG reduction target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2015,,,High,2015,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1467,TUR,Country,Turkey,"GHG reduction target, Political & non-binding GHG reduction target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2015,,,High,2015,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1468,ITA,Country,Italy,Advice or aid in implementation,"Buildings, Heating and cooling, Appliances, Hot water and cooking",Energy efficiency,In force,2009,,,Unknown,2009,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1469,ITA,Country,Italy,Regulatory Instruments,"Electricity and heat, Nuclear","Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch",In force,2014,,,Unknown,2014,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1470,ITA,Country,Italy,"Regulatory Instruments, Codes and standards",Electricity and heat,Energy efficiency,In force,2007,,,Unknown,2007,2019,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
1471,ITA,Country,Italy,"Building codes and standards, Endorsement label, Grants and subsidies, Institutional creation","Buildings, Heating and cooling, Appliances, Hot water and cooking, Construction",Energy efficiency,In force,2009,,,Unknown,2009,2019,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1472,IDN,Country,Indonesia,Infrastructure investments,Buildings,Energy efficiency,In force,2016,,,Unknown,2016,2019,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
1473,FRA,Country,France,"Regulatory Instruments, Market-based instruments, GHG emissions allowances","Industry, Electricity and heat","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2005,,,Unknown,2005,2019,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,1
1475,KOR,Country,Republic of Korea,Tax relief,"Electricity and heat, Renewables",Renewables,Ended,2009,2009,2013,Unknown,2009,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1476,TUR,Country,Turkey,"Information provision, Performance label, Strategic planning, Auditing, Codes and standards, Building codes and standards, Other mandatory requirements","Buildings, Heating and cooling, Appliances, Construction",Energy efficiency,In force,2009,,,High,2009,2019,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1477,AUS,Country,Australia,Regulatory Instruments,Electricity and heat,Renewables,Ended,2004,,2014,Unknown,2004,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
1478,AUS,Country,Australia,"Grants and subsidies, Advice or aid in implementation, Auditing",Buildings,Energy efficiency,In force,2019,,,Unknown,2019,2019,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
1479,DEU,Country,Germany,"Strategic planning, Infrastructure investments",Transport,Other low-carbon technologies and fuel switch,In force,2002,,,Unknown,2002,2019,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
1480,FRA,Country,France,"Negotiated agreements (public-private sector), Information provision","Buildings, Appliances",Energy efficiency,In force,2008,,,Unknown,2008,2019,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1482,ITA,Country,Italy,Fiscal or financial incentives,Transport,"Energy efficiency, Other low-carbon technologies and fuel switch",Ended,2004,,2007,Unknown,2004,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
1484,ITA,Country,Italy,Grants and subsidies,"Transport, Light-duty vehicles",Other low-carbon technologies and fuel switch,In force,2003,,,Unknown,2003,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
1486,DEU,Country,Germany,Tax relief,Low-emissions mobility,Other low-carbon technologies and fuel switch,In force,2016,,,Unknown,2016,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
1487,IDN,Country,Indonesia,Tax relief,"Electricity and heat, Renewables",Renewables,In force,2010,,,Unknown,2010,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1488,TUR,Country,Turkey,Loans,Buildings,Energy efficiency,In force,2019,,,Unknown,2019,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
1489,IND,Country,India,"Strategic planning, Professional training and qualification, Target","Heating and cooling, Fluorinated gases, Industry","Energy efficiency, Non-energy use",In force,2019,,,Unclear,2019,2019,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,3,2
1490,IND,Country,India,"Strategic planning, Product standards, Monitoring","Renewables, Transport",Renewables,In force,2015,,,Unknown,2015,2019,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,2,2
1491,GBR,Country,United Kingdom,Formal & legally binding energy efficiency target,General,Energy efficiency,In force,2014,,,Unknown,2014,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1493,IDN,Country,Indonesia,Strategic planning,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2010,,2029,Unknown,2010,2029,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1494,IDN,Country,Indonesia,Strategic planning,Agriculture and forestry,"Energy service demand reduction and resource efficiency, Non-energy use",Planned,2013,,2045,Unknown,2013,2045,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2
1495,IDN,Country,Indonesia,Product standards,Appliances,Energy efficiency,In force,2014,,,Unknown,2014,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
1496,IDN,Country,Indonesia,"Fiscal or financial incentives, Tax relief",Electricity and heat,Renewables,In force,2010,,,Unknown,2010,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
1497,IDN,Country,Indonesia,"Economic instruments, Tendering schemes, Market-based instruments",Electricity and heat,Renewables,In force,2016,,,Unknown,2016,2019,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
1498,IDN,Country,Indonesia,Vehicle fuel-economy and emissions standards,"Transport, Light-duty vehicles, Heavy-duty vehicles",Energy efficiency,In force,2017,,,High,2017,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
1499,USA,Country,United States of America,Advice or aid in implementation,Electricity and heat,Energy efficiency,In force,1976,,,Unknown,1976,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
1500,CAN,Country,Canada,"Negotiated agreements (public-private sector), Policy support",Buildings,Energy efficiency,Ended,2001,,2006,Unknown,2001,2006,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
1501,ZAF,Country,South Africa,Grants and subsidies,Industry,"Energy efficiency, Other low-carbon technologies and fuel switch",In force,2010,,,Unknown,2010,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
1503,CHN,Country,China,Sectoral standards,Industry,"Energy service demand reduction and resource efficiency, Energy efficiency",In force,2013,2013,,Unclear,2013,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
1504,AUS,Country,Australia,"Policy support, Research programme","Industry, Industrial energy related",Energy efficiency,In force,2012,,,Unknown,2012,2019,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
1506,ZAF,Country,South Africa,"Advice or aid in implementation, Professional training and qualification",Industry,Energy efficiency,In force,2014,,,Unknown,2014,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
1507,USA,Country,United States of America,"Research & Development and Deployment (RD&D), Demonstration project, Research programme, Technology development","Industry, Industrial energy related","Energy service demand reduction and resource efficiency, Energy efficiency, Non-energy use",In force,1999,,,Unknown,1999,2019,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
1510,KOR,Country,Republic of Korea,"Regulatory Instruments, Sectoral standards",Waste CH4,Non-energy use,In force,,1997,,Unknown,1997,2019,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
1511,ITA,Country,Italy,"Technology deployment and diffusion, Technology development","Industry, Transport, Electricity and heat","Energy efficiency, Renewables",In force,2008,,,Unknown,2008,2019,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,3,1
1512,EUE,Country,European Union (27),"Information provision, Performance label",Light-duty vehicles,Energy efficiency,In force,2000,,,Unclear,2000,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
1513,JPN,Country,Japan,"Policy support, Strategic planning, GHG reduction target, Renewable energy target","Electricity and heat, Renewables","Renewables, Other low-carbon technologies and fuel switch",Ended,2012,,2013,Unknown,2012,2013,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1514,BRA,Country,Brazil,"Tax relief, Other mandatory requirements","Transport, Light-duty vehicles",Energy efficiency,In force,2012,,,Unclear,2012,2019,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
